OriginAirport,DestinationAirport,num_unique_flights,Distance,FlightFrequency,aircraft,dep_airport_name,dep_city,des_airport_name,des_city,Primary_Aircraft,EmissionsPerFlight,Total Fuel,TotalEmissions,Avg Passengers per Flight,Total Passengers Transported,OriginLat,OriginLong,DestLat,DestLong
EDFM,EDLN,7,241.87028220736389,13,"{'E55P': 0.5384615384615384, 'C25B': 0.23076923076923078, 'PC24': 0.07692307692307693, 'C25M': 0.07692307692307693, 'CL30': 0.07692307692307693}",Mannheim-City Airport,Mannheim,Mönchengladbach Airport,Moenchengladbach,E55P,129977.35371633264,1689705.5983123244,5.339469690666945,58.15384615384616,756.0000000000001,49.473057,8.514167,51.230278,6.504444
EDVK,EDDS,7,303.49309766909425,13,"{'C25C': 0.5384615384615384, 'C25M': 0.15384615384615385, 'C525': 0.15384615384615385, 'E35L': 0.07692307692307693, 'E50P': 0.07692307692307693}",Kassel-Calden Airport,Kassel,Stuttgart Airport,Stuttgart,C25C,2008218.1914426554,26106836.48875452,82.49760330446428,0.0,0.0,51.417273,9.384967,48.6898994446,9.22196006775
EDDC,EDDP,7,111.28648308921906,20,"{'B734': 0.7, 'A319': 0.1, 'E55P': 0.05, 'PC24': 0.05, 'B738': 0.05}",Dresden Airport,Dresden,Leipzig/Halle Airport,Leipzig,B734,1462068.0261750836,29241360.52350167,92.4026992542653,22.736842105263158,454.7368421052631,51.1328010559082,13.767200469970703,51.423889,12.236389
EDDR,EDLN,7,228.22723087257575,14,"{'P180': 0.7142857142857143, 'D228': 0.14285714285714285, 'HDJT': 0.07142857142857142, 'C25A': 0.07142857142857142}",Saarbrücken Airport,Saarbruecken,Mönchengladbach Airport,Moenchengladbach,P180,1794669.4218652942,25125371.90611412,79.39617522332061,0.0,0.0,49.2145996094,7.10950994492,51.230278,6.504444
EDDN,EDFM,7,185.21851983246432,13,"{'CL30': 0.38461538461538464, 'F900': 0.23076923076923078, 'BE9L': 0.15384615384615385, 'D228': 0.15384615384615385, 'E55P': 0.07692307692307693}",Nuremberg Airport,Nuernberg,Mannheim-City Airport,Mannheim,CL30,1672459.2048082668,21741969.662507467,68.7046241335236,8.307692307692308,108.00000000000001,49.498699,11.078056,49.473057,8.514167
EDNY,EDLN,7,451.4175467876807,11,"{'C680': 0.2727272727272727, 'C510': 0.2727272727272727, 'C501': 0.18181818181818182, 'HDJT': 0.09090909090909091, 'E55P': 0.09090909090909091}",Friedrichshafen Airport,Friedrichshafen,Mönchengladbach Airport,Moenchengladbach,C680,2426728.133396307,26694009.46735938,84.35306991685565,10.799999999999999,118.79999999999998,47.6712989807,9.51148986816,51.230278,6.504444
EDLN,EDJA,6,449.69712581574555,17,"{'HDJT': 0.47058823529411764, 'P180': 0.35294117647058826, 'C525': 0.11764705882352941, 'BE9L': 0.058823529411764705}",Mönchengladbach Airport,Moenchengladbach,Memmingen Allgau Airport,Memmingen,HDJT,2421869.7607004475,41171785.93190761,130.10284354482806,0.0,0.0,51.230278,6.504444,47.9888000488,10.2395000458
EDMA,EDDG,6,472.4850141646981,15,"{'C525': 0.5333333333333333, 'BE9L': 0.13333333333333333, 'C25B': 0.13333333333333333, 'CL35': 0.06666666666666667, 'BE20': 0.06666666666666667}",Augsburg Airport,Augsburg,Münster Osnabrück Airport,Munster,C525,2486204.179251207,37293062.6887681,117.84607809650721,0.0,0.0,48.425278,10.931667,52.134601593,7.68483018875
EDLW,EDFM,6,236.19460765372884,15,"{'E55P': 0.7333333333333333, 'C25M': 0.06666666666666667, 'F2TH': 0.06666666666666667, 'C525': 0.06666666666666667, 'C25A': 0.06666666666666667}",Dortmund Airport,Dortmund,Mannheim-City Airport,Mannheim,E55P,128162.76891197448,1922441.533679617,6.07491524642759,79.2,1188.0,51.51829910279999,7.61223983765,49.473057,8.514167
EDNY,EDDL,5,448.4569213226276,142,"{'C680': 0.971830985915493, 'C25A': 0.014084507042253521, 'C56X': 0.007042253521126761, 'E55P': 0.007042253521126761}",Friedrichshafen Airport,Friedrichshafen,Düsseldorf Airport,Duesseldorf,C680,2418367.3601571326,343408165.1423128,1085.1698018497086,1.5211267605633803,216.0,47.6712989807,9.51148986816,51.289501,6.76678
EDLN,EDDP,5,398.75073633968105,16,"{'C25A': 0.875, 'F406': 0.0625, 'C25C': 0.0625}",Mönchengladbach Airport,Moenchengladbach,Leipzig/Halle Airport,Leipzig,C25A,2277903.286570506,36446452.5851281,115.1707901690048,0.0,0.0,51.230278,6.504444,51.423889,12.236389
EDFM,EDDN,5,185.21851983246432,13,"{'F900': 0.46153846153846156, 'CL30': 0.3076923076923077, 'BE9L': 0.15384615384615385, 'D328': 0.07692307692307693}",Mannheim-City Airport,Mannheim,Nuremberg Airport,Nuernberg,F900,1672459.2048082668,21741969.662507467,68.7046241335236,0.0,0.0,49.473057,8.514167,49.498699,11.078056
EDLP,EDDV,5,119.22170627353707,11,"{'C425': 0.7272727272727273, 'C560': 0.18181818181818182, 'C56X': 0.09090909090909091}",Paderborn Lippstadt Airport,Paderborn,Hannover Airport,Hannover,C425,1484668.466396134,16331353.130357476,51.607075891929625,9.818181818181818,108.0,51.6141014099,8.616319656369999,52.461101532,9.68507957458
EDDP,EDDC,5,111.28648308921908,15,"{'B734': 0.8, 'C25B': 0.06666666666666667, 'A319': 0.06666666666666667, 'E50P': 0.06666666666666667}",Leipzig/Halle Airport,Leipzig,Dresden Airport,Dresden,B734,1462068.0261750834,21931020.392626252,69.30202444069897,7.2,108.0,51.423889,12.236389,51.1328010559082,13.767200469970703
EDMA,EDLN,5,444.96859665931754,11,"{'C25A': 0.36363636363636365, 'C25M': 0.2727272727272727, 'C525': 0.18181818181818182, 'PRM1': 0.09090909090909091, 'C510': 0.09090909090909091}",Augsburg Airport,Augsburg,Mönchengladbach Airport,Moenchengladbach,C25A,2408515.5593949053,26493671.15334396,83.72000084456693,0.0,0.0,48.425278,10.931667,51.230278,6.504444
EDDL,ETNT,5,258.42531202321464,11,"{'C25A': 0.5454545454545454, 'C25C': 0.36363636363636365, 'E55P': 0.09090909090909091}",Düsseldorf Airport,Duesseldorf,Wittmundhafen Airport,Wittmundhafen,C25A,1880398.2606550828,20684380.86720591,65.36264354037068,9.818181818181818,108.0,51.289501,6.76678,53.54779815673828,7.667329788208008
EDDB,EDQM,5,259.74768471983595,11,"{'E55P': 0.45454545454545453, 'BE9L': 0.2727272727272727, 'C56X': 0.18181818181818182, 'C25C': 0.09090909090909091}",Berlin-Schönefeld Airport,Berlin,Hof-Plauen Airport,Hof,E55P,135656.46147909787,1492221.0762700764,4.715418601013441,68.72727272727272,755.9999999999999,52.380001,13.5225,50.288612365722656,11.856389045715332
EDDW,EDFH,5,360.3121283586445,12,"{'C56X': 0.4166666666666667, 'C525': 0.25, 'B350': 0.16666666666666666, 'E55P': 0.08333333333333333, 'CL35': 0.08333333333333333}",Bremen Airport,Bremen,Frankfurt-Hahn Airport,Hahn,C56X,235928.44724014538,2831141.3668817445,8.946406719346312,54.0,648.0,53.0475006104,8.78666973114,49.9487,7.26389
EDDE,EDVK,4,119.9177286513283,16,"{'C25M': 0.75, 'A320': 0.1875, 'C425': 0.0625}",Erfurt Airport,Erfurt,Kassel-Calden Airport,Kassel,C25M,1486650.6026816452,23786409.642906323,75.16505447158397,20.25,324.0,50.97980117797852,10.958100318908691,51.417273,9.384967
EDMA,EDDC,4,363.381806859761,32,"{'BE9L': 0.875, 'BE20': 0.0625, 'C510': 0.03125, 'C525': 0.03125}",Augsburg Airport,Augsburg,Dresden Airport,Dresden,BE9L,2177846.218592543,69691078.99496138,220.22380962407797,0.0,0.0,48.425278,10.931667,51.1328010559082,13.767200469970703
ETNL,EDJA,4,674.5330665222571,14,"{'E55P': 0.42857142857142855, 'E50P': 0.42857142857142855, 'EA50': 0.14285714285714285}",Rostock-Laage Airport,Laage,Memmingen Allgau Airport,Memmingen,E55P,251854.59327338918,3525964.3058274486,11.14204720641474,46.285714285714285,648.0,53.9182014465,12.2783002853,47.9888000488,10.2395000458
EDJA,ETNL,4,674.5330665222571,14,"{'E55P': 0.35714285714285715, 'EA50': 0.35714285714285715, 'E50P': 0.2857142857142857}",Memmingen Allgau Airport,Memmingen,Rostock-Laage Airport,Laage,E55P,251854.59327338918,3525964.3058274486,11.14204720641474,38.57142857142857,540.0,47.9888000488,10.2395000458,53.9182014465,12.2783002853
EDDB,ETHF,3,323.7574480077836,34,"{'C56X': 0.9117647058823529, 'F2TH': 0.058823529411764705, 'CL35': 0.029411764705882353}",Berlin-Schönefeld Airport,Berlin,Fritzlar Airport,Fritzlar,C56X,220344.77455358204,7491722.3348217895,23.673842578036854,98.47058823529412,3348.0,52.380001,13.5225,51.1146,9.286
EDDC,EDMA,3,363.381806859761,29,"{'BE9L': 0.896551724137931, 'BE20': 0.06896551724137931, 'C525': 0.034482758620689655}",Dresden Airport,Dresden,Augsburg Airport,Augsburg,BE9L,2177846.218592543,63157540.33918375,199.57782747182065,0.0,0.0,51.1328010559082,13.767200469970703,48.425278,10.931667
EDDG,EDTL,3,418.8053456242173,11,"{'C525': 0.8181818181818182, 'E55P': 0.09090909090909091, 'PAY3': 0.09090909090909091}",Münster Osnabrück Airport,Munster,Lahr Airport,Lahr,C525,2334596.7854530592,25680564.63998365,81.15058426234835,9.818181818181818,108.0,52.134601593,7.68483018875,48.3693008423,7.82772016525
EDLW,EDQM,2,327.4534174356232,14,"{'E55P': 0.9285714285714286, 'BE9L': 0.07142857142857142}",Dortmund Airport,Dortmund,Hof-Plauen Airport,Hof,E55P,156661.90291086404,2193266.6407520967,6.930722584776626,100.28571428571429,1404.0,51.51829910279999,7.61223983765,50.288612365722656,11.856389045715332
EDLV,EDNY,2,499.8157649947157,33,{'C680': 1.0},Weeze Airport,Weeze,Friedrichshafen Airport,Friedrichshafen,C680,2563314.56331415,84589380.58936696,267.3024426623996,0.0,0.0,51.6024017334,6.14216995239,47.6712989807,9.51148986816
